shipment_id,order_id,carrier,tracking_number,ship_date,delivery_date,weight_kg,shipping_cost,status
678,1141,USPS,AT39521501,2025-07-07,2025-07-13,5.17,31.45,Returned
679,1142,USPS,XC26107033,2025-05-09,2025-05-10,11.86,38.1,Delivered
680,1143,FedEx,OK84243198,2026-02-01,2026-02-06,16.31,30.27,Delivered
681,1144,DHL,AT24848130,2025-04-30,2025-05-02,4.69,14.75,Returned
682,1146,DHL,JG16910530,2025-04-22,2025-04-28,13.71,9.25,Delivered
683,1147,DHL,ZT51675864,2025-11-16,2025-11-19,11.53,33.64,Delivered
684,1149,DHL,FA33953481,2025-03-09,2025-03-16,8.33,19.04,Returned
685,1153,FedEx,FG50147642,2025-07-28,2025-07-30,14.51,39.92,Returned
686,1156,USPS,UV96157385,2025-10-15,2025-10-18,7.64,27.39,Delivered
687,1158,FedEx,IO12817751,2025-03-20,2025-03-24,17.17,9.86,Returned
688,1160,FedEx,QJ95978155,2025-04-17,2025-04-20,17.41,43.33,Returned
689,1161,USPS,JS60972360,2025-08-08,2025-08-12,18.99,23.56,Delivered
690,1162,USPS,CW46546772,2025-08-27,2025-08-28,9.33,5.89,Delivered
691,1164,USPS,DH17107308,2025-03-13,2025-03-19,10.53,12.58,Delivered
692,1166,FedEx,NG56478370,2025-11-21,2025-11-24,5.74,11.32,Returned
693,1167,DPD,SE75438027,2025-09-23,2025-09-27,1.4,24.36,Delivered
694,1168,FedEx,KL48572602,2025-03-26,2025-04-01,9.04,35.36,Returned
695,1169,USPS,JH54686272,2026-02-19,2026-02-26,19.27,15.67,Delivered
696,1170,USPS,CP40766420,2026-02-07,2026-02-09,18.11,3.81,Returned
697,1171,USPS,UJ63271353,2025-07-17,2025-07-23,7.75,49.37,Returned
698,1173,FedEx,HB67625923,2025-08-11,2025-08-16,2.29,36.9,Delivered
699,1175,DHL,HZ87906048,2025-06-09,2025-06-12,5.51,33.94,Delivered
700,1177,USPS,AW93205534,2026-01-30,2026-02-05,0.5,29.66,Delivered
701,1179,UPS,VF08927396,2025-07-18,2025-07-20,5.12,14.48,Delivered
702,1180,DPD,RP59764053,2025-07-26,2025-08-02,11.53,46.45,Delivered
703,1181,USPS,FT56707897,2025-03-16,2025-03-22,19.55,3.16,Delivered
704,1183,DPD,PY55426190,2026-02-12,2026-02-15,8.45,19.04,Returned
705,1184,FedEx,DU84227362,2025-05-13,2025-05-15,2.26,17.4,Delivered
706,1185,UPS,GW32022271,2025-09-27,2025-09-30,11.77,32.56,Returned
707,1186,DPD,GB17576917,2025-08-03,2025-08-08,7.2,20.86,Delivered
708,1188,FedEx,SR20429851,2025-04-28,2025-04-30,6.56,43.32,Returned
709,1189,FedEx,GB86983052,2025-09-18,2025-09-22,10.7,26.18,Delivered
710,1190,DHL,VA90392202,2025-06-04,2025-06-09,13.83,7.85,Delivered
711,1192,USPS,FE98014264,2025-03-01,2025-03-03,17.34,12.63,Delivered
712,1193,DHL,NZ06801770,2025-03-27,2025-04-01,2.14,49.52,Delivered
713,1194,FedEx,SL16370500,2026-01-12,2026-01-16,4.49,13.08,Delivered
714,1195,DHL,YK33267244,2025-06-07,2025-06-08,5.2,46.16,Delivered
715,1198,UPS,PJ31729476,2025-08-21,2025-08-22,12.9,44.82,Delivered
716,1202,UPS,DK08390654,2025-03-30,2025-03-31,18.48,31.75,Returned
717,1204,UPS,VM59985193,2026-01-23,2026-01-30,15.84,28.23,Returned
718,1209,USPS,KK32727281,2025-06-03,2025-06-04,13.81,28.43,Delivered
719,1210,USPS,DI16350496,2025-09-20,2025-09-27,16.36,13.17,Delivered
720,1212,DHL,JP66765272,2025-12-26,2025-12-29,1.87,30.4,Delivered
721,1214,DHL,XB45397499,2025-11-02,2025-11-05,8.6,19.4,Delivered
722,1215,USPS,VF70886406,2025-09-10,2025-09-17,11.17,10.72,Delivered
723,1218,DPD,KK56020801,2025-10-01,2025-10-07,0.53,15.94,Returned
724,1219,FedEx,NC90221543,2025-11-05,2025-11-12,4.76,5.12,Returned
725,1220,FedEx,KW44890932,2025-12-21,2025-12-23,4.03,16.86,Returned
726,1221,USPS,EC33320235,2025-12-09,2025-12-15,4.59,9.32,Delivered
727,1223,FedEx,VS25550193,2025-12-23,2025-12-29,7.4,38.56,Delivered
728,1226,USPS,SS50369888,2026-02-09,2026-02-16,3.16,5.97,Delivered
729,1228,USPS,ZK39333243,2026-02-20,2026-02-24,0.25,20.6,Delivered
730,1229,USPS,VV96208059,2026-03-01,2026-03-03,2.26,38.93,Returned
731,1231,FedEx,LD83124412,2025-10-03,2025-10-04,8.36,23.43,Delivered
732,1233,DPD,ID75965999,2025-06-03,2025-06-06,14.3,44.54,Delivered
733,1236,DPD,DT12376317,2026-01-07,2026-01-12,19.69,44.66,Returned
734,1238,DPD,MX95421062,2026-02-13,2026-02-20,10.7,29.66,Delivered
735,1240,FedEx,LI41937591,2025-04-28,2025-05-02,12.26,40.35,Delivered
736,1242,UPS,OU26713175,2025-09-16,2025-09-19,12.16,46.53,Returned
737,1243,USPS,OZ62647528,2025-07-10,2025-07-12,5.98,39.31,Delivered
738,1244,DPD,CZ46120961,2025-11-29,2025-11-30,2.4,35.64,Delivered
739,1245,DPD,UI30099284,2025-07-31,2025-08-02,19.0,8.32,Delivered
740,1247,DPD,VW40321153,2025-04-01,2025-04-05,14.28,41.39,Returned
741,1248,FedEx,OG05143219,2025-04-28,2025-05-03,10.83,13.89,Delivered
742,1249,DHL,OI43087797,2025-08-24,2025-08-26,10.22,31.52,Delivered
743,1250,DPD,FG47925422,2026-02-02,2026-02-04,11.09,18.94,Delivered
744,1251,UPS,VA83458192,2025-03-28,2025-03-29,5.3,28.8,Delivered
745,1253,USPS,KM48770676,2026-01-20,2026-01-21,9.86,42.38,Delivered
746,1254,FedEx,GW33299865,2025-08-07,2025-08-14,14.01,7.2,Delivered
747,1255,USPS,RD90257846,2025-12-24,2025-12-29,1.52,36.88,Delivered
748,1256,UPS,KX85858838,2025-04-29,2025-04-30,9.27,35.02,Delivered
749,1257,DHL,RZ56726208,2025-08-22,2025-08-23,15.33,39.66,Returned
750,1259,DHL,VX72925435,2026-02-06,2026-02-13,1.76,10.75,Returned
751,1260,DHL,WA19628222,2025-04-16,2025-04-17,13.79,25.6,Delivered
752,1261,DPD,LJ18256247,2025-05-25,2025-05-29,12.99,5.69,Delivered
753,1262,FedEx,YK63942012,2026-01-19,2026-01-20,19.77,17.7,Returned
754,1263,DPD,AY34149929,2025-08-27,2025-09-03,12.95,38.37,Delivered
755,1265,DHL,AZ09662702,2025-10-03,2025-10-05,10.96,9.95,Delivered
756,1266,USPS,LE04509563,2025-07-30,2025-08-04,5.81,27.54,Returned
757,1269,FedEx,VW74003910,2025-10-09,2025-10-11,16.5,16.58,Delivered
758,1274,DHL,LI19335389,2025-04-03,2025-04-10,6.35,25.04,Delivered
759,1275,USPS,AS24711936,2025-04-03,2025-04-07,0.62,31.16,Returned
760,1276,UPS,UZ06082770,2025-12-16,2025-12-22,17.73,20.76,Delivered
761,1277,UPS,ZS46160762,2025-03-05,2025-03-06,14.51,15.93,Delivered
762,1278,USPS,DL38500953,2025-09-14,2025-09-18,11.3,14.08,Delivered
763,1279,UPS,RH34617623,2025-08-28,2025-09-04,10.28,49.56,Returned
764,1281,DHL,TF33610944,2026-02-20,2026-02-26,7.39,41.61,Returned
765,1282,DHL,SH64231654,2025-12-24,2025-12-28,11.1,4.85,Delivered
766,1285,USPS,EA37277685,2025-03-03,2025-03-04,4.24,22.28,Delivered
767,1287,USPS,CR06349429,2025-04-21,2025-04-26,12.4,39.97,Delivered
768,1290,DPD,CB61755188,2025-11-05,2025-11-12,15.59,47.8,Delivered
769,1293,FedEx,SL17999324,2025-09-29,2025-10-01,1.38,15.59,Delivered
770,1294,USPS,XR02483744,2025-03-14,2025-03-15,5.13,27.84,Delivered
771,1295,DHL,YM17234565,2026-01-24,2026-01-29,5.31,37.46,Delivered
772,1296,USPS,WS86947902,2025-06-29,2025-07-04,10.02,46.75,Delivered
773,1297,USPS,CR85362689,2025-03-18,2025-03-20,14.39,11.82,Delivered
774,1298,UPS,AM72386410,2025-09-29,2025-10-03,4.92,34.63,Delivered
775,1299,USPS,FZ53855742,2026-02-25,2026-03-03,12.42,16.87,Returned
776,1300,DPD,XO43599009,2025-10-11,2025-10-16,12.94,34.35,Delivered
777,1301,UPS,PO78146047,2025-12-27,2025-12-31,3.26,14.41,Delivered
778,1302,FedEx,RN61437884,2025-05-12,2025-05-19,7.43,37.09,Delivered
779,1303,FedEx,AQ70661875,2025-05-05,2025-05-09,2.17,48.16,Delivered
780,1304,USPS,XQ67263681,2025-07-23,2025-07-24,17.48,41.64,Delivered
781,1308,USPS,DJ41858990,2025-10-13,2025-10-19,3.22,47.47,Delivered
782,1309,UPS,VC77291084,2025-09-10,2025-09-17,17.34,4.99,Delivered
783,1310,FedEx,WB78604356,2026-01-01,2026-01-08,14.45,20.35,Delivered
784,1311,FedEx,LG05033746,2025-06-16,2025-06-22,5.95,48.08,Returned
785,1312,DHL,ZE33067730,2025-03-23,2025-03-29,9.45,17.46,Delivered
786,1314,UPS,KP18222667,2025-06-05,2025-06-12,10.31,48.12,Delivered
787,1315,DHL,BV41908788,2025-10-25,2025-10-30,15.46,37.35,Delivered
788,1316,DPD,KA38590673,2025-11-13,2025-11-15,13.98,27.38,Delivered
789,1317,FedEx,BV34289876,2025-04-06,2025-04-09,9.37,42.09,Delivered
790,1318,UPS,SD55049221,2025-10-07,2025-10-13,0.85,35.28,Delivered
791,1323,UPS,BA04861867,2025-11-09,2025-11-16,4.85,46.07,Delivered
792,1326,UPS,RA63201629,2025-09-03,2025-09-10,3.97,27.73,Returned
793,1332,DHL,RK73992891,2026-02-27,2026-03-02,7.95,13.43,Delivered
794,1333,DHL,XN82718265,2025-06-22,2025-06-29,1.89,36.43,Delivered
795,1339,USPS,NQ37170864,2025-10-04,2025-10-09,14.45,40.01,Delivered
796,1340,DPD,IR26942039,2025-04-16,2025-04-17,19.51,14.33,Delivered
797,1341,FedEx,SW31354901,2025-04-08,2025-04-14,9.9,9.33,Delivered
798,1342,DHL,EN99670692,2025-08-13,2025-08-15,17.66,43.18,Delivered
799,1343,DPD,HK58730549,2025-04-23,2025-04-24,15.25,26.34,Returned
800,1344,DHL,YS43884302,2025-03-28,2025-04-01,9.29,26.53,Delivered
801,1346,DPD,YO17816780,2025-11-09,2025-11-16,14.43,27.65,Delivered
802,1347,FedEx,GY64315890,2025-09-28,2025-09-29,4.25,4.25,Returned
803,1349,DHL,CX49281503,2025-08-06,2025-08-11,6.76,22.51,Delivered
804,1351,DPD,CC01709264,2025-10-25,2025-10-27,10.53,3.62,Delivered
805,1352,USPS,DK03088081,2026-02-10,2026-02-13,12.77,26.38,Delivered
806,1356,DPD,PX62829682,2025-05-17,2025-05-24,2.48,37.06,Delivered
807,1357,DPD,HG44850072,2025-08-23,2025-08-24,13.63,21.41,Returned
808,1358,UPS,AI95927411,2025-03-16,2025-03-23,2.77,5.72,Returned
809,1359,DHL,ZE06919612,2025-04-28,2025-05-03,16.19,43.93,Returned
810,1362,DHL,BP66208082,2025-03-15,2025-03-18,10.83,13.61,Delivered
811,1363,USPS,RR91702634,2026-01-09,2026-01-14,6.92,4.24,Delivered
812,1364,USPS,RF35962458,2025-06-01,2025-06-08,3.97,41.3,Returned
813,1365,DPD,QX01204242,2025-05-08,2025-05-10,12.08,9.95,Delivered
814,1366,UPS,DX36909123,2025-08-30,2025-09-03,6.77,22.66,Delivered
815,1367,DHL,TD30284976,2025-10-26,2025-10-29,13.94,43.29,Delivered
816,1369,DPD,YU39670243,2025-11-16,2025-11-18,10.77,47.21,Returned
817,1373,UPS,GW24055364,2026-02-16,2026-02-23,12.65,39.57,Delivered
818,1375,USPS,SR18754036,2025-06-25,2025-06-27,18.72,23.15,Delivered
819,1376,DHL,PH88215977,2026-01-29,2026-02-03,2.42,9.05,Delivered
820,1378,FedEx,BC54662323,2025-11-11,2025-11-12,17.51,5.6,Delivered
821,1379,USPS,LE66799864,2025-03-03,2025-03-06,8.02,31.55,Delivered
822,1381,FedEx,VD25949722,2026-02-12,2026-02-16,13.73,6.42,Delivered
823,1382,FedEx,KN42986226,2025-07-31,2025-08-01,15.38,14.94,Delivered
824,1385,DHL,LA20666179,2025-04-25,2025-04-28,16.37,26.93,Delivered
825,1386,DPD,LV23569992,2026-01-18,2026-01-22,2.26,32.44,Returned
826,1388,DPD,JG98335876,2025-10-10,2025-10-14,12.92,9.7,Delivered
827,1389,UPS,TH77792560,2026-02-14,2026-02-19,5.88,48.27,Returned
828,1391,UPS,PG34820849,2025-11-18,2025-11-20,17.94,3.23,Returned
829,1393,FedEx,IZ53983912,2025-12-11,2025-12-15,6.92,14.16,Delivered
830,1394,DPD,ZJ00014407,2025-10-21,2025-10-27,2.82,5.17,Returned
831,1395,UPS,NT91430491,2025-11-16,2025-11-22,12.33,8.83,Delivered
832,1397,UPS,OI10389752,2025-07-14,2025-07-20,9.09,35.62,Returned
833,1399,DHL,QY72099865,2025-08-27,2025-09-03,10.2,49.68,Returned
834,1400,DHL,DH42240592,2025-12-30,2026-01-05,16.09,16.43,Returned
835,1401,USPS,BM23530976,2025-08-31,2025-09-01,19.84,30.4,Delivered
836,1402,DPD,XI19489629,2025-05-17,2025-05-21,14.15,32.32,Returned
837,1403,DPD,QX05682017,2025-07-02,2025-07-09,11.5,20.67,Delivered
838,1405,DPD,BK30796618,2025-11-26,2025-12-03,12.87,38.7,Delivered
839,1410,DPD,FQ57240434,2025-10-13,2025-10-14,5.98,28.16,Delivered
840,1411,USPS,UZ12531379,2025-10-12,2025-10-17,12.77,29.73,Delivered
841,1415,DPD,EF10077732,2025-08-14,2025-08-17,2.15,4.0,Returned
842,1417,DPD,JS50361920,2025-09-20,2025-09-23,12.41,48.82,Returned
843,1419,FedEx,EM59991938,2025-12-02,2025-12-04,2.26,42.44,Delivered
844,1421,FedEx,RC37034244,2025-06-30,2025-07-03,15.55,23.2,Delivered
845,1422,DHL,CV48904760,2025-07-31,2025-08-05,8.22,35.88,Delivered
846,1423,FedEx,AU86235107,2025-10-19,2025-10-23,8.02,8.53,Returned
847,1424,USPS,ES19170851,2025-12-17,2025-12-18,3.56,13.15,Delivered
848,1425,FedEx,YM32895145,2025-08-24,2025-08-30,10.45,13.36,Returned
849,1426,FedEx,WW40918580,2026-01-19,2026-01-22,17.98,27.45,Delivered
850,1427,DHL,ZQ81157449,2026-02-07,2026-02-14,16.74,49.1,Delivered
851,1430,USPS,AD53916077,2025-05-23,2025-05-26,17.76,8.54,Delivered
852,1434,DPD,HI40930454,2025-06-18,2025-06-24,12.24,19.04,Returned
853,1437,FedEx,ZI40398221,2025-05-26,2025-06-02,8.18,38.87,Delivered
854,1438,FedEx,GX03966203,2026-01-29,2026-02-04,8.74,15.5,Delivered
855,1441,DPD,AJ88640788,2025-09-14,2025-09-18,7.63,22.13,Delivered
856,1442,FedEx,SB65295164,2025-03-14,2025-03-21,0.4,25.65,Delivered
857,1443,FedEx,DM93335623,2026-02-14,2026-02-15,15.35,40.94,Delivered
858,1444,UPS,WX97440880,2025-08-13,2025-08-18,19.61,38.27,Delivered
859,1448,FedEx,MK67089870,2025-12-20,2025-12-27,15.57,21.74,Delivered
860,1450,DPD,FF01991843,2025-12-24,2025-12-26,15.95,17.6,Returned
861,1451,DHL,RJ32661158,2025-09-20,2025-09-23,17.11,42.13,Delivered
862,1453,FedEx,QH58052632,2025-08-31,2025-09-04,0.12,34.38,Delivered
863,1455,DPD,BU19604722,2025-12-19,2025-12-23,7.87,44.61,Delivered
864,1456,DHL,TR39707745,2025-10-20,2025-10-21,16.69,38.87,Delivered
865,1457,DHL,WE47082317,2025-06-24,2025-06-26,1.72,12.09,Returned
866,1459,DHL,RA46199539,2025-03-22,2025-03-25,1.05,6.11,Delivered
867,1460,DPD,SW76626235,2026-02-28,2026-03-01,13.0,6.76,Returned
868,1461,UPS,EV96053026,2025-05-21,2025-05-22,1.18,22.17,Delivered
869,1463,DPD,AN84025787,2025-06-14,2025-06-21,4.0,30.38,Delivered
870,1464,USPS,CZ68605063,2025-04-14,2025-04-20,12.58,5.36,Returned
871,1465,UPS,PF63605028,2025-05-26,2025-05-28,5.48,45.1,Delivered
872,1466,DPD,NL64098910,2026-02-28,2026-03-04,5.7,10.63,Delivered
873,1467,USPS,XI09120302,2025-09-24,2025-09-26,15.28,22.35,Returned
874,1468,FedEx,KD09452375,2025-06-29,2025-07-04,6.96,29.11,Delivered
875,1470,USPS,DN95319260,2025-05-12,2025-05-18,14.53,41.82,Delivered
876,1471,FedEx,QU86027574,2025-11-08,2025-11-09,11.35,46.83,Delivered
877,1472,UPS,MS44920548,2025-03-29,2025-04-05,0.55,47.02,Delivered
878,1476,DHL,OJ45381180,2025-04-20,2025-04-23,19.41,12.33,Returned
879,1477,DHL,SS18965583,2025-12-02,2025-12-04,18.75,47.85,Returned
880,1478,FedEx,HF56622952,2025-06-04,2025-06-07,4.13,46.04,Returned
881,1479,USPS,ZA97056603,2025-10-29,2025-10-30,10.94,6.72,Delivered
882,1480,FedEx,AS16248607,2025-10-31,2025-11-02,13.59,6.69,Delivered
883,1482,USPS,ZE72660235,2026-01-26,2026-01-27,2.34,38.27,Returned
884,1484,DPD,EC58501530,2025-04-29,2025-05-06,19.59,17.93,Delivered
885,1485,DPD,WH31671560,2025-04-07,2025-04-11,11.51,19.21,Delivered
886,1486,FedEx,EN79052244,2026-02-04,2026-02-06,9.01,44.9,Delivered
887,1488,UPS,TY39547940,2025-09-18,2025-09-21,5.37,5.31,Delivered
888,1489,DPD,UU45315790,2025-09-17,2025-09-24,6.53,9.62,Returned
889,1491,DPD,BV71918986,2026-02-25,2026-02-28,0.96,41.42,Delivered
890,1494,UPS,JP46936561,2025-03-04,2025-03-07,19.9,14.12,Delivered
891,1495,UPS,JA35974876,2025-05-27,2025-06-02,16.66,21.72,Returned
892,1497,FedEx,IQ57023771,2025-12-19,2025-12-20,18.11,37.82,Delivered
893,1498,DPD,XB30192209,2026-02-11,2026-02-17,3.49,11.77,Delivered
894,1499,FedEx,YR73332973,2026-02-16,2026-02-23,12.82,44.27,Returned
895,1500,FedEx,JI23964402,2025-04-14,2025-04-19,2.14,12.09,Delivered
896,1503,FedEx,PL53267699,2025-12-09,2025-12-13,11.49,18.99,Delivered
897,1504,DPD,UI42773923,2025-12-13,2025-12-20,8.81,38.62,Delivered
898,1505,DPD,GQ52023209,2025-08-18,2025-08-25,4.94,8.4,Delivered
899,1507,DPD,RS01693328,2025-11-03,2025-11-05,13.66,17.97,Delivered
900,1510,FedEx,JM23471998,2025-12-13,2025-12-16,11.49,24.13,Delivered
901,1511,DPD,IY07551545,2025-07-07,2025-07-11,10.94,32.92,Delivered
902,1513,DHL,MJ07569991,2025-05-11,2025-05-17,9.13,35.91,Delivered
903,1514,USPS,RJ31006433,2026-02-11,2026-02-18,4.8,22.04,Delivered
904,1516,DHL,NN26227777,2026-01-28,2026-02-04,7.37,3.11,Returned
905,1517,DHL,BZ16806647,2025-10-17,2025-10-19,13.21,11.03,Delivered
906,1518,UPS,ZC70385036,2026-02-18,2026-02-24,6.63,10.48,Delivered
907,1522,UPS,OS59529842,2025-07-06,2025-07-12,0.4,18.75,Delivered
908,1523,UPS,BR10740274,2025-09-10,2025-09-11,8.16,10.07,Delivered
909,1524,FedEx,IX67582676,2025-11-07,2025-11-12,1.55,29.82,Delivered
910,1525,USPS,MZ90620036,2025-05-12,2025-05-17,19.38,38.48,Delivered
911,1528,DPD,CR85646149,2025-07-06,2025-07-11,10.73,35.05,Returned
912,1529,DPD,LS59793183,2025-07-03,2025-07-07,12.22,16.57,Delivered
913,1530,DHL,MT97984914,2025-07-24,2025-07-31,19.07,8.96,Delivered
914,1532,UPS,SM86099550,2025-04-06,2025-04-13,15.99,47.72,Delivered
915,1533,DPD,VO32664322,2025-09-04,2025-09-10,8.72,36.8,Delivered
916,1537,UPS,LT94612128,2025-10-21,2025-10-26,13.0,17.01,Delivered
917,1540,DPD,OQ81159485,2025-03-28,2025-03-31,10.29,32.59,Delivered
918,1541,UPS,ML00127622,2026-02-26,2026-03-01,9.09,28.65,Delivered
919,1542,DHL,TD84742256,2025-05-24,2025-05-31,13.94,23.75,Delivered
920,1544,FedEx,NC87188822,2026-01-30,2026-02-01,17.91,21.88,Delivered
921,1547,FedEx,YH88705841,2025-07-22,2025-07-26,10.83,48.69,Delivered
922,1549,DPD,TD06134956,2025-05-12,2025-05-13,9.09,20.88,Delivered
923,1550,DHL,BR99846058,2025-03-15,2025-03-20,14.42,34.19,Delivered
924,1552,DPD,AN79496383,2025-03-04,2025-03-08,10.69,21.07,Delivered
925,1553,DPD,KJ72361080,2025-07-09,2025-07-16,11.53,23.51,Delivered
926,1554,FedEx,UW61662016,2026-02-27,2026-03-05,16.76,9.09,Delivered
927,1555,FedEx,ZU57864578,2026-02-08,2026-02-13,9.93,38.24,Delivered
928,1556,DPD,BR55751247,2025-10-27,2025-10-30,0.11,33.25,Delivered
929,1558,DHL,YZ00068758,2026-01-01,2026-01-04,13.94,44.5,Returned
930,1559,USPS,YW68240516,2026-02-19,2026-02-26,7.68,32.12,Returned
931,1560,DHL,EX45122444,2026-01-12,2026-01-17,0.71,8.87,Returned
932,1561,FedEx,MH89974023,2025-04-02,2025-04-07,15.59,19.1,Returned
933,1564,UPS,CU68608357,2025-09-23,2025-09-26,3.73,27.61,Delivered
934,1565,USPS,TZ17036309,2025-04-14,2025-04-19,4.0,19.59,Delivered
935,1567,FedEx,ZS42386020,2025-08-31,2025-09-03,12.8,32.8,Delivered
936,1568,DPD,XR50898309,2026-02-28,2026-03-06,14.81,42.8,Delivered
937,1569,FedEx,ME13490961,2025-11-23,2025-11-30,17.34,12.14,Delivered
938,1573,UPS,JR97972452,2026-01-03,2026-01-04,8.16,15.25,Delivered
939,1575,DPD,TU13569480,2025-06-24,2025-06-26,15.25,36.95,Returned
940,1578,UPS,AK07356748,2026-01-11,2026-01-13,7.84,48.53,Returned
941,1579,DPD,OW57394059,2025-03-21,2025-03-25,4.51,35.65,Delivered
942,1580,DPD,RJ80260294,2025-06-19,2025-06-24,15.66,20.39,Returned
943,1581,DPD,HR03158925,2026-02-16,2026-02-23,2.21,36.4,Returned
944,1583,DHL,GK90734203,2025-06-04,2025-06-07,19.04,26.01,Returned
945,1584,DPD,NX77748675,2025-07-18,2025-07-22,6.56,31.66,Delivered
946,1586,UPS,MA14186482,2025-07-05,2025-07-12,16.51,13.54,Delivered
947,1587,DPD,ZR88295868,2025-07-29,2025-08-01,2.49,34.75,Delivered
948,1588,DPD,BV19623326,2025-03-31,2025-04-07,1.58,42.12,Delivered
949,1589,USPS,ES58694276,2025-09-13,2025-09-18,3.38,12.36,Delivered
950,1590,FedEx,LL83173066,2025-03-29,2025-04-03,5.46,4.77,Returned
951,1591,USPS,GJ31518178,2025-06-22,2025-06-24,6.22,18.29,Returned
952,1592,UPS,NJ42655946,2025-06-20,2025-06-21,16.57,12.51,Delivered
953,1594,FedEx,OP90623272,2026-02-23,2026-03-01,7.39,44.65,Delivered
954,1597,DPD,KO71798902,2026-01-15,2026-01-19,2.04,40.54,Delivered
955,1599,UPS,OO79006548,2025-10-09,2025-10-16,1.01,48.11,Returned
956,1600,FedEx,TQ70847795,2026-01-07,2026-01-14,13.97,33.24,Delivered
957,1601,DHL,HE17675539,2025-07-10,2025-07-13,0.8,19.63,Returned
958,1603,DPD,EW88907378,2025-06-07,2025-06-11,10.63,49.89,Delivered
959,1604,USPS,TX91579089,2025-07-04,2025-07-09,11.27,31.44,Delivered
960,1606,USPS,QJ89626838,2025-05-06,2025-05-13,0.23,19.97,Delivered
961,1607,DPD,RE87638020,2025-05-17,2025-05-24,10.58,43.25,Delivered
962,1611,FedEx,HO61239612,2026-01-03,2026-01-07,17.81,46.95,Delivered
963,1615,USPS,KP90518812,2025-12-26,2026-01-02,8.38,47.91,Returned
964,1617,USPS,AZ88618207,2025-10-01,2025-10-06,15.87,24.14,Delivered
965,1622,UPS,OE69010792,2026-01-24,2026-01-27,17.27,9.5,Delivered
966,1625,UPS,OR29826893,2026-02-01,2026-02-06,19.66,44.98,Delivered
967,1626,UPS,CA86497035,2025-08-02,2025-08-07,14.68,22.83,Delivered
968,1627,UPS,MV75789683,2025-10-28,2025-11-04,15.77,42.55,Delivered
969,1628,DPD,ZQ57077312,2025-06-08,2025-06-10,2.67,48.03,Delivered
970,1630,USPS,RC31555057,2025-03-25,2025-03-26,19.71,4.19,Delivered
971,1631,DHL,HR52187993,2026-02-10,2026-02-11,3.2,17.42,Delivered
972,1633,FedEx,GE44045883,2025-04-09,2025-04-14,1.55,14.11,Delivered
973,1634,UPS,PY41470123,2025-08-21,2025-08-28,17.38,6.25,Returned
974,1636,UPS,OW50368715,2025-07-10,2025-07-13,9.66,27.52,Returned
975,1637,FedEx,NC68910977,2025-09-17,2025-09-22,13.67,16.34,Delivered
976,1638,DPD,GS80234456,2025-06-06,2025-06-13,10.54,21.0,Delivered
977,1639,USPS,UB46794036,2025-10-06,2025-10-11,2.97,48.27,Delivered
978,1640,USPS,EN40163295,2025-09-22,2025-09-26,17.99,40.07,Returned
979,1641,USPS,CT78315975,2025-12-17,2025-12-23,3.08,3.3,Delivered
980,1644,DPD,JX29273186,2025-10-25,2025-11-01,19.7,36.07,Returned
981,1646,FedEx,TQ30291585,2026-01-13,2026-01-16,19.0,6.27,Delivered
982,1647,FedEx,VX42332416,2025-10-17,2025-10-24,14.18,40.96,Delivered
983,1648,FedEx,ZY18548396,2025-03-06,2025-03-12,3.89,5.96,Delivered
984,1649,FedEx,YL07344674,2025-05-19,2025-05-24,17.59,33.32,Delivered
985,1650,DHL,RV15958417,2025-11-16,2025-11-21,1.27,37.7,Delivered
986,1653,FedEx,KK91617050,2026-01-10,2026-01-15,8.37,26.01,Returned
987,1654,DPD,GO18169814,2025-09-03,2025-09-09,9.32,4.14,Delivered
988,1656,USPS,NS44760948,2025-03-02,2025-03-09,8.14,36.19,Delivered
989,1657,FedEx,ZS77402928,2025-09-10,2025-09-12,18.01,25.56,Returned
990,1659,UPS,UP33026509,2025-12-17,2025-12-20,11.28,15.48,Returned
991,1661,FedEx,CD96218366,2025-05-08,2025-05-12,17.27,47.28,Delivered
992,1662,DPD,IU19666610,2025-09-18,2025-09-20,1.9,41.38,Delivered
993,1666,DPD,RS63420222,2025-05-12,2025-05-16,4.9,7.81,Returned
994,1667,FedEx,UC34998013,2025-09-09,2025-09-14,14.39,48.14,Delivered
995,1670,DHL,GE68367590,2025-10-05,2025-10-07,9.2,13.11,Returned
996,1671,FedEx,HR79152446,2026-01-30,2026-02-06,18.52,33.8,Delivered
997,1673,DHL,DT40923351,2025-05-31,2025-06-07,6.58,11.11,Returned
998,1675,DPD,JY65642601,2025-04-18,2025-04-23,4.36,22.36,Returned
999,1678,USPS,YW37263199,2025-08-30,2025-08-31,16.01,33.89,Returned
1000,1679,UPS,FR56955922,2026-02-24,2026-02-25,4.8,28.88,Delivered
1001,1681,UPS,NY76414900,2025-05-09,2025-05-11,13.1,36.02,Delivered
1002,1682,DPD,YR85025513,2025-06-01,2025-06-08,17.13,28.39,Delivered
1003,1684,UPS,IO44867228,2025-05-08,2025-05-13,5.41,8.74,Delivered
1004,1685,USPS,XR90473314,2025-10-23,2025-10-29,4.46,40.99,Returned
1005,1687,DHL,WF61574932,2025-11-02,2025-11-04,11.46,15.27,Returned
1006,1688,USPS,UN14978879,2025-04-19,2025-04-24,12.26,37.08,Delivered
1007,1692,DPD,PC12040954,2025-11-23,2025-11-27,16.51,43.45,Returned
1008,1693,FedEx,ZX76618308,2025-11-08,2025-11-09,11.46,23.69,Returned
